price_in_rp,city,property_condition,land_size_m2,building_size_m2,electricity_mah,electricity,bedrooms,bathrooms,furnishing,facilities,swimming_pool,park,jogging_track
445000000,Depok,bagus,60,80,2200 mah,"2,200",4,2,semi furnished,"Jalur Telepon, Ac, Jogging Track, Track Lari, Masjid, Keamanan 24 jam, Taman, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1450000000,Depok,bagus,144,68,2200 mah,"2,200",2,2,semi furnished,"Keamanan, Taman, AC",No Swimming Pool,Park,No Jogging Track
200000000,Depok,bagus sekali,50,36,1300 mah,"1,300",2,1,semi furnished,"Masjid, Taman",No Swimming Pool,Park,No Jogging Track
1800000000,Depok,baru,112,120,2200 mah,"2,200",5,4,semi furnished,"Jogging Track, Track Lari, Kolam Renang, Keamanan 24 jam, Taman, Kolam Renang, Taman, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
750000000,Depok,bagus,66,50,1300 mah,"1,300",2,1,semi furnished,"Ac, Taman, Kolam Renang, Keamanan",Swimming Pool,Park,No Jogging Track
650000000,Depok,bagus,119,80,2200 mah,"2,200",3,1,unfurnished,"Ac, AC",No Swimming Pool,No Park,No Jogging Track
2280000000,Depok,baru,110,103,5500 mah,"5,500",3,3,furnished,"Jalur Telepon, Jogging Track, AC, Kolam Renang, Taman, CCTV, Keamanan",Swimming Pool,Park,Jogging Track
1670000000,Depok,baru,96,103,2200 mah,"2,200",3,2,unfurnished,"Jalur Telepon, Jogging Track, AC, Masjid, Kolam Renang, Taman, CCTV, Keamanan",Swimming Pool,Park,Jogging Track
1410000000,Depok,baru,84,85,2200 mah,"2,200",3,2,unfurnished,"Jalur Telepon, Jogging Track, Kolam Renang, Taman, AC, Masjid, CCTV, Keamanan",Swimming Pool,Park,Jogging Track
1330000000,Depok,baru,84,75,2200 mah,"2,200",2,2,unfurnished,"Jogging Track, Kolam Renang, Taman, Masjid, CCTV, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
1940000000,Depok,baru,106,75,5500 mah,"5,500",2,2,furnished,"Jalur Telepon, Jogging Track, AC, CCTV, Taman, Keamanan",No Swimming Pool,Park,Jogging Track
2790000000,Depok,baru,129,120,5500 mah,"5,500",4,4,furnished,"Jogging Track, Kolam Renang, Taman, CCTV, Keamanan",Swimming Pool,Park,Jogging Track
1330000000,Depok,baru,84,75,2200 mah,"2,200",3,3,semi furnished,"Jalur Telepon, Jogging Track, Kolam Renang, CCTV, Taman, AC, Keamanan",Swimming Pool,Park,Jogging Track
508000000,Depok,baru,72,45,2200 mah,"2,200",2,1,unfurnished,"Tempat Jemuran, One Gate System, Keamanan 24 jam, CCTV, Taman, Playground, Wastafel",No Swimming Pool,Park,No Jogging Track
1500000000,Depok,baru,96,103,2200 mah,"2,200",4,4,semi furnished,"Jalur Telepon, Ac, AC, Track Lari, Kolam Renang, Keamanan 24 jam, Kolam Renang, Taman, CCTV, Taman, Jogging Track, CCTV, Jalur Telepon, Keamanan",Swimming Pool,Park,Jogging Track
583000000,Depok,baru,70,34,3500 mah,"3,500",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
622000000,Depok,baru,52,63,2200 mah,"2,200",2,2,unfurnished,"Masjid, Keamanan",No Swimming Pool,No Park,No Jogging Track
1600000000,Depok,bagus,230,150,2200 mah,"2,200",3,3,semi furnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1100000000,Depok,baru,92,74,2200 mah,"2,200",3,2,semi furnished,"Tempat Jemuran, Lapangan Bola, Akses Parkir, One Gate System, Track Lari, Kolam Renang, Mesin Cuci, Masjid, Keamanan 24 jam, Taman, CCTV, Playground, Wastafel, Jalur Telepon, Kitchen Set, Lapangan Basket",Swimming Pool,Park,Jogging Track
799000000,Depok,baru,76,66,2200 mah,"2,200",3,2,semi furnished,"Tempat Jemuran, Track Lari, Akses Parkir, One Gate System, Kolam Renang, Masjid, Kitchen Set, Keamanan 24 jam, Taman, CCTV, Playground, Wastafel, Jalur Telepon",Swimming Pool,Park,Jogging Track
590000000,Depok,baru,72,72,1300 mah,"1,300",3,2,unfurnished,"Taman, One Gate System",No Swimming Pool,Park,No Jogging Track
755000000,Depok,baru,75,60,2200 mah,"2,200",3,2,semi furnished,"Tempat Jemuran, Lapangan Bola, Akses Parkir, One Gate System, Track Lari, Kolam Renang, Mesin Cuci, Masjid, Keamanan 24 jam, Taman, CCTV, Playground, Wastafel, Jalur Telepon, Kitchen Set, Lapangan Basket",Swimming Pool,Park,Jogging Track
1230000000,Depok,baru,121,71,2200 mah,"2,200",2,2,semi furnished,"Tempat Jemuran, Track Lari, Akses Parkir, One Gate System, Kolam Renang, AC, Masjid, Kitchen Set, Keamanan 24 jam, Taman, CCTV, Playground, Wastafel, Jalur Telepon",Swimming Pool,Park,Jogging Track
1200000000,Depok,bagus,98,78,2200 mah,"2,200",2,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1200000000,Depok,bagus,98,78,2200 mah,"2,200",2,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
500000000,Depok,baru,50,30,1300 mah,"1,300",2,1,unfurnished,"Masjid, Taman",No Swimming Pool,Park,No Jogging Track
699000000,Depok,baru,62,70,2200 mah,"2,200",3,2,unfurnished,"Jalur Telepon, Jogging Track, Tempat Jemuran, Track Lari, Taman, CCTV, Ac, Taman, Wastafel, AC, Masjid, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1800000000,Depok,bagus,120,158,3500 mah,"3,500",3,3,unfurnished,"Ac, Jogging Track, Masjid, Kolam Renang, Taman, Keamanan",Swimming Pool,Park,Jogging Track
2600000000,Depok,bagus,235,225,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, Lapangan Tenis, Akses Parkir, One Gate System, Track Lari, Kolam Renang, Masjid, Keamanan 24 jam, Lapangan Bulu Tangkis, Taman, Tempat Laundry, CCTV, Playground, Wastafel, Tempat Gym, Jalur Telepon, Lapangan Basket",Swimming Pool,Park,Jogging Track
1200000000,Depok,bagus,98,78,2200 mah,"2,200",2,2,furnished,"Lapangan Tenis, Track Lari, One Gate System, Kolam Renang, Masjid, Keamanan 24 jam, Lapangan Bulu Tangkis, Taman, Playground, Wastafel, Tempat Gym, Lapangan Basket",Swimming Pool,Park,Jogging Track
875000000,Depok,baru,70,69,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, Kitchen Set, Keamanan 24 jam, Wastafel",No Swimming Pool,No Park,No Jogging Track
945000000,Depok,bagus,105,60,2200 mah,"2,200",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
660000000,Depok,bagus,80,45,2200 mah,"2,200",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
660000000,Depok,bagus,80,45,2200 mah,"2,200",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
690000000,Depok,bagus,87,45,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
350000000,Depok,baru,60,36,3500 mah,"3,500",3,1,unfurnished,"CCTV, Keamanan 24 jam, One Gate System, Taman",No Swimming Pool,Park,No Jogging Track
800000000,Depok,bagus sekali,109,144,1300 mah,"1,300",3,3,unfurnished,"Masjid, Jalur Telepon, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1250000000,Depok,butuh renovasi,128,110,2200 mah,"2,200",3,1,unfurnished,"Tempat Jemuran, AC",No Swimming Pool,No Park,No Jogging Track
690000000,Depok,bagus,87,45,1300 mah,"1,300",2,1,semi furnished,Keamanan 24 jam,No Swimming Pool,No Park,No Jogging Track
950000000,Depok,bagus sekali,120,57,2200 mah,"2,200",2,1,unfurnished,"Masjid, Keamanan",No Swimming Pool,No Park,No Jogging Track
1800000000,Depok,bagus,106,150,3300 mah,"3,300",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2520000000,Depok,bagus,150,200,2200 mah,"2,200",4,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1100000000,Depok,bagus,96,75,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1150000000,Depok,baru,72,80,2200 mah,"2,200",3,3,unfurnished,"Jalur Telepon, Ac, Jogging Track, Masjid, Taman, CCTV, Keamanan",No Swimming Pool,Park,Jogging Track
1150000000,Depok,baru,72,80,2200 mah,"2,200",3,3,unfurnished,"Jalur Telepon, Ac, Jogging Track, Masjid, Taman, CCTV, Keamanan",No Swimming Pool,Park,Jogging Track
995000000,Depok,bagus,72,75,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, One Gate System, Keamanan 24 jam, CCTV, Taman, Wastafel, AC, Keamanan",No Swimming Pool,Park,No Jogging Track
756000000,Depok,baru,60,51,2200 mah,"2,200",2,2,unfurnished,"Tempat Jemuran, Jogging Track, Track Lari, Taman, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1440000000,Depok,baru,97,130,2200 mah,"2,200",3,3,semi furnished,"Ac, Jogging Track, Track Lari, Taman, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
725000000,Depok,baru,50,50,2200 mah,"2,200",2,2,unfurnished,"Jalur Telepon, Ac, Tempat Jemuran, Akses Parkir, One Gate System, AC, Track Lari, Masjid, Keamanan 24 jam, Taman, Tempat Laundry, CCTV, Playground, Wastafel, Jogging Track, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1350000000,Depok,baru,102,120,2200 mah,"2,200",3,3,unfurnished,"Jalur Telepon, Ac, Tempat Jemuran, Akses Parkir, One Gate System, AC, Track Lari, Masjid, Keamanan 24 jam, Taman, Tempat Laundry, CCTV, Playground, Wastafel, Jogging Track, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
950000000,Depok,baru,57,72,1300 mah,"1,300",3,2,unfurnished,"Ac, Masjid, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1600000000,Depok,baru,100,120,2200 mah,"2,200",4,3,semi furnished,"Jalur Telepon, Tempat Jemuran, Taman, Taman, AC, Jalur Telepon",No Swimming Pool,Park,No Jogging Track
995000000,Depok,bagus,72,75,2200 mah,"2,200",3,2,unfurnished,"Jalur Telepon, Masjid, CCTV, Taman, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
2300000000,Depok,baru,127,168,3500 mah,"3,500",5,5,unfurnished,"Jalur Telepon, Taman",No Swimming Pool,Park,No Jogging Track
1400000000,Depok,baru,72,120,3500 mah,"3,500",3,3,unfurnished,"one gate sistem, Kitchen set, 1 unit AC, securty 24 jam, Carport 2 mobil",No Swimming Pool,No Park,No Jogging Track
1700000000,Depok,baru,100,120,3500 mah,"3,500",3,3,unfurnished,Full kitchen set,No Swimming Pool,No Park,No Jogging Track
1400000000,Depok,baru,100,130,3500 mah,"3,500",3,3,unfurnished,"Free Kitchen Set, Void, Taman, Carport 2 Mobil, Pagar",No Swimming Pool,Park,No Jogging Track
1700000000,Depok,baru,77,140,3500 mah,"3,500",3,3,unfurnished,"Carport 2 mobil, one gate system, security 24 jam",No Swimming Pool,No Park,No Jogging Track
995000000,Depok,baru,72,75,3500 mah,"3,500",3,2,unfurnished,"One gate sistem, Carport 2 mobil, smart lock door",No Swimming Pool,No Park,No Jogging Track
1420000000,Depok,baru,86,110,3500 mah,"3,500",3,3,unfurnished,"carport, torrent, jetpump",No Swimming Pool,No Park,No Jogging Track
2300000000,Depok,baru,127,170,3500 mah,"3,500",4,3,unfurnished,"Carport 2 mobil, service area, torrent, jetpump",No Swimming Pool,No Park,No Jogging Track
1950000000,Depok,baru,125,136,2200 mah,"2,200",3,3,unfurnished,"One Gate System, Keamanan 24 jam, CCTV, Taman, Wastafel",No Swimming Pool,Park,No Jogging Track
770000000,Depok,baru,72,42,1300 mah,"1,300",2,1,unfurnished,Keamanan 24 jam,No Swimming Pool,No Park,No Jogging Track
1350000000,Depok,bagus,300,317,2200 mah,"2,200",4,4,semi furnished,"Tempat Jemuran, Lapangan Bola, AC, Masjid, Akses Parkir, Kitchen Set, Taman, Ac, Taman, Wastafel, Masjid",No Swimming Pool,Park,No Jogging Track
900000000,Depok,bagus,90,45,1300 mah,"1,300",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
4200000000,Depok,bagus,194,120,2200 mah,"2,200",3,4,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1560000000,Depok,bagus,72,90,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1050000000,Depok,bagus,83,154,2200 mah,"2,200",5,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1560000000,Depok,bagus,115,145,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
4900000000,Depok,sudah renovasi,450,250,2200 mah,"2,200",6,2,unfurnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
1730000000,Depok,baru,80,100,2200 mah,"2,200",3,3,unfurnished,"Tempat Jemuran, Ac, Taman, Wastafel, AC, Keamanan",No Swimming Pool,Park,No Jogging Track
1200000000,Depok,baru,80,60,3300 mah,"3,300",4,3,unfurnished,"Jalur Telepon, Jogging Track, Lapangan Tenis, AC, Lapangan Bulu Tangkis, Kulkas, Wastafel, Pemanas Air, Jalur Telepon, Tempat Jemuran, Lapangan Bola, Lapangan Voli, Taman, Taman, Tempat Gym, Masjid, Kolam Ikan, Lapangan Basket, Kitchen Set, Ac, Mesin Cuci, Kolam Renang, Keamanan, Track Lari",Swimming Pool,Park,Jogging Track
1220000000,Depok,bagus,81,80,2200 mah,"2,200",3,3,unfurnished,"CCTV, Taman, Kolam Renang",Swimming Pool,Park,No Jogging Track
4900000000,Depok,sudah renovasi,400,250,2200 mah,"2,200",6,2,unfurnished,"Tempat Jemuran, Jalur Telepon, Taman",No Swimming Pool,Park,No Jogging Track
1000000000,Depok,baru,100,66,2200 mah,"2,200",4,4,unfurnished,"Jogging Track, Track Lari, Kolam Renang, Taman, Masjid, Keamanan",Swimming Pool,Park,Jogging Track
350000000,Depok,baru,50,36,1300 mah,"1,300",2,1,unfurnished,"Keamanan 24 jam, Masjid, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
660000000,Depok,bagus,72,72,1300 mah,"1,300",2,1,unfurnished,Keamanan 24 jam,No Swimming Pool,No Park,No Jogging Track
1300000000,Depok,bagus,98,100,3300 mah,"3,300",3,3,unfurnished,Keamanan 24 jam,No Swimming Pool,No Park,No Jogging Track
870000000,Depok,baru,60,85,2200 mah,"2,200",3,3,unfurnished,"Jalur Telepon, Ac, Tempat Jemuran, AC, Track Lari, Masjid, Taman, CCTV, Wastafel, Lapangan Voli, Jogging Track, Jalur Telepon, Keamanan, Lapangan Basket",No Swimming Pool,Park,Jogging Track
890000000,Depok,baru,68,90,2200 mah,"2,200",3,3,unfurnished,"Jalur Telepon, AC, Masjid, CCTV, Kulkas, Wastafel, Pemanas Air, CCTV, Jalur Telepon, Tempat Jemuran, Akses Parkir, One Gate System, Keamanan 24 jam, Taman, Tempat Laundry, Ac, Playground, Masjid, Keamanan, Mesin Cuci",No Swimming Pool,Park,No Jogging Track
800000000,Depok,baru,80,70,1300 mah,"1,300",3,2,furnished,"Ac, Jogging Track, Track Lari, Taman, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1170000000,Depok,baru,93,88,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, One Gate System, Masjid, Keamanan 24 jam, Taman, CCTV, Taman, CCTV",No Swimming Pool,Park,No Jogging Track
1250000000,Depok,baru,72,110,2200 mah,"2,200",3,3,unfurnished,"Jalur Telepon, Ac, Jogging Track, Track Lari, Taman, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,Jogging Track
1100000000,Depok,baru,92,100,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, Keamanan, Wastafel, Taman",No Swimming Pool,Park,No Jogging Track
1450000000,Depok,baru,98,130,2200 mah,"2,200",3,3,unfurnished,"Jalur Telepon, Jogging Track, AC, Masjid, Kitchen Set, CCTV, Wastafel, Jalur Telepon, Tempat Jemuran, Akses Parkir, One Gate System, Keamanan 24 jam, Taman, Tempat Laundry, Ac, Taman, Masjid, Keamanan, Track Lari",No Swimming Pool,Park,Jogging Track
900000000,Depok,baru,60,75,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, Ac, Akses Parkir, One Gate System, Masjid, Keamanan 24 jam, Taman, Tempat Laundry, CCTV, Playground, Wastafel, AC, Masjid, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
1300000000,Depok,baru,98,130,2200 mah,"2,200",3,3,semi furnished,"Ac, Taman",No Swimming Pool,Park,No Jogging Track
2310000000,Depok,baru,127,180,2200 mah,"2,200",5,5,semi furnished,"Ac, Taman, CCTV, Taman, AC, CCTV, Jalur Telepon, Keamanan",No Swimming Pool,Park,No Jogging Track
1430000000,Depok,bagus sekali,100,90,2200 mah,"2,200",4,2,furnished,"CCTV, Ac, Taman",No Swimming Pool,Park,No Jogging Track
575000000,Depok,baru,46,36,1300 mah,"1,300",2,1,unfurnished,Taman,No Swimming Pool,Park,No Jogging Track
3200000000,Depok,bagus,268,140,2200 mah,"2,200",4,3,unfurnished,"Taman, AC",No Swimming Pool,Park,No Jogging Track
485000000,Depok,sudah renovasi,72,50,1300 mah,"1,300",2,1,unfurnished,"Jalur Telepon, Tempat Jemuran, Lapangan Bola, Lapangan Tenis, Kolam Renang, Kitchen Set, Lapangan Voli, Lapangan Bulu Tangkis, Taman, Wastafel, Pemanas Air, Jogging Track, Masjid, Jalur Telepon, Keamanan, Track Lari",Swimming Pool,Park,Jogging Track
506000000,Depok,baru,40,46,2200 mah,"2,200",2,2,unfurnished,"Ac, CCTV, Keamanan",No Swimming Pool,No Park,No Jogging Track
980000000,Depok,baru,80,70,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, One Gate System, Keamanan 24 jam, Taman, Wastafel, CCTV, Keamanan",No Swimming Pool,Park,No Jogging Track
980000000,Depok,baru,80,70,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, One Gate System, Keamanan 24 jam, Taman, Wastafel, CCTV, Keamanan",No Swimming Pool,Park,No Jogging Track
980000000,Depok,baru,80,70,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, One Gate System, Keamanan 24 jam, Taman, Wastafel, CCTV, Keamanan",No Swimming Pool,Park,No Jogging Track
846000000,Depok,baru,63,70,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, Taman, Wastafel",No Swimming Pool,Park,No Jogging Track
1170000000,Depok,baru,93,88,1300 mah,"1,300",2,1,unfurnished,"Tempat Jemuran, One Gate System, Masjid, Keamanan 24 jam, Taman, CCTV, CCTV, Jalur Telepon",No Swimming Pool,Park,No Jogging Track
1170000000,Depok,baru,93,88,1300 mah,"1,300",2,1,unfurnished,"Tempat Jemuran, One Gate System, Masjid, Keamanan 24 jam, Taman, CCTV, CCTV, Jalur Telepon",No Swimming Pool,Park,No Jogging Track
1850000000,Jakarta Barat,bagus,84,189,5500 mah,"5,500",3,3,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
6800000000,Jakarta Barat,bagus,260,387,5500 mah,"5,500",4,3,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
1650000000,Jakarta Barat,bagus,60,132,2200 mah,"2,200",3,3,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
2400000000,Jakarta Barat,bagus,89,227,3500 mah,"3,500",5,4,unfurnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
3550000000,Jakarta Barat,bagus,112,160,3500 mah,"3,500",4,2,unfurnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
2400000000,Jakarta Barat,bagus,84,144,3500 mah,"3,500",5,2,unfurnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
3550000000,Jakarta Barat,bagus,120,200,3500 mah,"3,500",3,2,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
2600000000,Jakarta Barat,bagus,75,150,3500 mah,"3,500",4,3,unfurnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
3700000000,Jakarta Barat,bagus,105,196,3500 mah,"3,500",4,4,unfurnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
2200000000,Jakarta Barat,bagus,64,168,3500 mah,"3,500",4,3,furnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
2100000000,Jakarta Barat,baru,50,128,3500 mah,"3,500",3,3,unfurnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
1800000000,Jakarta Barat,bagus,61,144,2200 mah,"2,200",3,3,unfurnished,"Keamanan 24 jam, Keamanan",No Swimming Pool,No Park,No Jogging Track
4700000000,Jakarta Barat,bagus,225,255,3500 mah,"3,500",1,1,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
3000000000,Jakarta Barat,bagus,135,250,4400 mah,"4,400",3,3,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
5500000000,Jakarta Barat,baru,136,336,3500 mah,"3,500",10,11,furnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
4000000000,Jakarta Barat,bagus,198,500,7700 mah,"7,700",6,2,semi furnished,"Jalur Telepon, Ac, AC, Wastafel, Keamanan, Tempat Jemuran",No Swimming Pool,No Park,No Jogging Track
6300000000,Jakarta Barat,bagus,233,315,3500 mah,"3,500",5,6,unfurnished,"Tempat Jemuran, Jalur Telepon",No Swimming Pool,No Park,No Jogging Track
3000000000,Jakarta Barat,bagus,140,140,3500 mah,"3,500",3,3,unfurnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
2200000000,Jakarta Barat,bagus,64,168,3500 mah,"3,500",4,3,furnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
2700000000,Jakarta Barat,bagus,88,200,6600 mah,"6,600",6,4,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
8490000000,Jakarta Barat,bagus,377,712,5500 mah,"5,500",4,4,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
2600000000,Jakarta Barat,bagus,75,150,2200 mah,"2,200",3,3,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
4700000000,Jakarta Barat,bagus,225,255,3500 mah,"3,500",1,1,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
3950000000,Jakarta Barat,bagus,141,282,3500 mah,"3,500",1,1,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
5500000000,Jakarta Barat,bagus,282,300,2200 mah,"2,200",3,3,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
3000000000,Jakarta Barat,bagus,156,123,3500 mah,"3,500",3,2,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
3350000000,Jakarta Barat,bagus,192,192,3500 mah,"3,500",1,1,unfurnished,Jalur Telepon,No Swimming Pool,No Park,No Jogging Track
6500000000,Jakarta Barat,bagus,258,400,3500 mah,"3,500",6,5,unfurnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
1850000000,Jakarta Barat,bagus,84,189,3500 mah,"3,500",3,3,unfurnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
2300000000,Jakarta Barat,baru,55,131,3500 mah,"3,500",4,3,unfurnished,Tempat Jemuran,No Swimming Pool,No Park,No Jogging Track
